source,name,lat,lng,DocNo
International_experts_probe_deadly_Ebola_Reston_virus_outbreak_in_Philippine_pigs,Nueva Ecija,15.58,121,152
International_experts_probe_deadly_Ebola_Reston_virus_outbreak_in_Philippine_pigs,North America,54.77,-105.64,152
International_experts_probe_deadly_Ebola_Reston_virus_outbreak_in_Philippine_pigs,Europe,51,17.5,152
International_experts_probe_deadly_Ebola_Reston_virus_outbreak_in_Philippine_pigs,United States,40,-100,152
International_experts_probe_deadly_Ebola_Reston_virus_outbreak_in_Philippine_pigs,Luzon,16,121,152
International_experts_probe_deadly_Ebola_Reston_virus_outbreak_in_Philippine_pigs,Democratic Republic of Congo,-2.88,23.65,152
International_experts_probe_deadly_Ebola_Reston_virus_outbreak_in_Philippine_pigs,DRC,-2.88,23.65,152
International_experts_probe_deadly_Ebola_Reston_virus_outbreak_in_Philippine_pigs,Western Kasai,-5.9,22.45,152
International_experts_probe_deadly_Ebola_Reston_virus_outbreak_in_Philippine_pigs,Reston,38.95,-77.34,152
International_experts_probe_deadly_Ebola_Reston_virus_outbreak_in_Philippine_pigs,Virginia,37.5,-79,152
International_experts_probe_deadly_Ebola_Reston_virus_outbreak_in_Philippine_pigs,Italy,43,12,152
International_experts_probe_deadly_Ebola_Reston_virus_outbreak_in_Philippine_pigs,Rome,41.9,12.5,152
International_experts_probe_deadly_Ebola_Reston_virus_outbreak_in_Philippine_pigs,Laguna,14.17,121.33,152
International_experts_probe_deadly_Ebola_Reston_virus_outbreak_in_Philippine_pigs,US,40,-100,152
International_experts_probe_deadly_Ebola_Reston_virus_outbreak_in_Philippine_pigs,South Cotabato,6.17,125,152
International_experts_probe_deadly_Ebola_Reston_virus_outbreak_in_Philippine_pigs,Singapore,1.3,103.8,152
International_experts_probe_deadly_Ebola_Reston_virus_outbreak_in_Philippine_pigs,Santa Maria,6.55,125.46,152
International_experts_probe_deadly_Ebola_Reston_virus_outbreak_in_Philippine_pigs,Davao del Sur,6.33,125.5,152
International_experts_probe_deadly_Ebola_Reston_virus_outbreak_in_Philippine_pigs,Mindanao,8,125,152
International_experts_probe_deadly_Ebola_Reston_virus_outbreak_in_Philippine_pigs,Pongpong,6.49,125.46,152
Disease_outbreak_feared_after_mass_hysteria_over_%22sweet%22_water_in_Mumbai,Mumbai,18.97,72.82,153
Disease_outbreak_feared_after_mass_hysteria_over_%22sweet%22_water_in_Mumbai,India,21,78,153
Disease_outbreak_feared_after_mass_hysteria_over_%22sweet%22_water_in_Mumbai,Gujarat,23.21,72.68,153
Disease_outbreak_feared_after_mass_hysteria_over_%22sweet%22_water_in_Mumbai,Valsad,20.61,72.92,153
Disease_outbreak_feared_after_mass_hysteria_over_%22sweet%22_water_in_Mumbai,Maharashtra,18.97,72.82,153
Disease_outbreak_feared_after_mass_hysteria_over_%22sweet%22_water_in_Mumbai,Greater Mumbai,18.97,72.82,153
Disease_outbreak_feared_after_mass_hysteria_over_%22sweet%22_water_in_Mumbai,Mahim Bay,19.03,72.82,153
Fake_impotence_drugs_linked_to_low_blood_sugar_outbreak,Singapore,1.3,103.8,154
Fake_impotence_drugs_linked_to_low_blood_sugar_outbreak,Hong Kong,22.3,114.2,154
Foot-and-mouth_source_confirmed_as_research_laboratory,Guildford,51.23,-0.57,155
Foot-and-mouth_source_confirmed_as_research_laboratory,Surrey,51.25,-0.41,155
Foot-and-mouth_source_confirmed_as_research_laboratory,UK,55,-3,155
Foot-and-mouth_source_confirmed_as_research_laboratory,Pirbright,51.28,-0.63,155
"Horse_racing_in_NSW,_Queensland_cancelled_indefinitely",New South Wales,-32.16,147.01,156
"Horse_racing_in_NSW,_Queensland_cancelled_indefinitely",Queensland,-23,143,156
"Horse_racing_in_NSW,_Queensland_cancelled_indefinitely",Australia,-25,133,156
"Horse_racing_in_NSW,_Queensland_cancelled_indefinitely",NSW,-32.16,147.01,156
"Horse_racing_in_NSW,_Queensland_cancelled_indefinitely",Randwick,-33.91,151.23,156
"Horse_racing_in_NSW,_Queensland_cancelled_indefinitely",Sydney,-33.86,151.20,156
"Horse_racing_in_NSW,_Queensland_cancelled_indefinitely",Melbourne,-37.81,144.96,156
"Horse_racing_in_NSW,_Queensland_cancelled_indefinitely",Rosehill,-33.82,151.03,156
"Horse_racing_in_NSW,_Queensland_cancelled_indefinitely",Victoria,-37,144,156
Bluetongue_disease_appears_in_UK_for_the_first_time,UK,55,-3,157
Bluetongue_disease_appears_in_UK_for_the_first_time,Ipswich,52.05,1.15,157
Bluetongue_disease_appears_in_UK_for_the_first_time,Suffolk,52.16,1,157
Bluetongue_disease_appears_in_UK_for_the_first_time,Africa,7.18,21.09,157
Bluetongue_disease_appears_in_UK_for_the_first_time,France,47,2,157
Bluetongue_disease_appears_in_UK_for_the_first_time,Germany,51,9,157
Health_experts_suspect_bromide_poisoning_in_Angolan_disease_outbreak,Angola,-12.5,18.5,158
Health_experts_suspect_bromide_poisoning_in_Angolan_disease_outbreak,Cacuaco,-8.77,13.37,158
Health_experts_suspect_bromide_poisoning_in_Angolan_disease_outbreak,Luanda,-8.83,13.23,158
Health_experts_suspect_bromide_poisoning_in_Angolan_disease_outbreak,London,51.50,-0.12,158
Health_experts_suspect_bromide_poisoning_in_Angolan_disease_outbreak,Munich,48.13,11.56,158
Number_of_Zimbabwe_cholera_deaths_nears_500,Zimbabwe,-20,30,159
Number_of_Zimbabwe_cholera_deaths_nears_500,Harare,-17.86,31.02,159
Number_of_Zimbabwe_cholera_deaths_nears_500,Mabvuku,-17.82,31.19,159
Number_of_Zimbabwe_cholera_deaths_nears_500,Botswana,-24.65,25.90,159
Number_of_Zimbabwe_cholera_deaths_nears_500,Mozambique,-18.25,35,159
Number_of_Zimbabwe_cholera_deaths_nears_500,South Africa,-30,25,159
Dutch_sheep_contaminated_by_bluetongue,Limburg,51.21,5.93,160
Dutch_sheep_contaminated_by_bluetongue,Netherlands,52.31,5.55,160
Dutch_sheep_contaminated_by_bluetongue,Mediterranean,35,18,160
Foot-and-mouth_confirmed_at_UK_farm,Surrey,51.25,-0.41,161
Foot-and-mouth_confirmed_at_UK_farm,UK,55,-3,161
Foot-and-mouth_confirmed_at_UK_farm,Wanborough,51.23,-0.66,161
Foot-and-mouth_confirmed_at_UK_farm,Dorset,50.79,-2.41,161
Foot-and-mouth_confirmed_at_UK_farm,London,51.50,-0.12,161
Foot-and-mouth_confirmed_at_UK_farm,Italy,43,12,161
Foot-and-mouth_confirmed_at_UK_farm,France,47,2,161
U.S._superbug_expected_to_emerge_in_Canada,United States,40,-100,162
U.S._superbug_expected_to_emerge_in_Canada,Canada,60,-95,162
U.S._superbug_expected_to_emerge_in_Canada,U.S.,40,-100,162
U.S._superbug_expected_to_emerge_in_Canada,British Columbia,54,-125,162
U.S._superbug_expected_to_emerge_in_Canada,Alberta,55,-115,162
U.S._superbug_expected_to_emerge_in_Canada,Saskatchewan,55,-106,162
U.S._superbug_expected_to_emerge_in_Canada,Manitoba,55,-97,162
U.S._superbug_expected_to_emerge_in_Canada,Ontario,50,-85,162
U.S._superbug_expected_to_emerge_in_Canada,Calgary,51.05,-114.06,162
U.S._superbug_expected_to_emerge_in_Canada,Toronto,43.7,-79.4,162
"Tsunami_deaths_mount_to_more_than_120,000",Asia,29.84,89.29,163
"Tsunami_deaths_mount_to_more_than_120,000",Indonesia,-5,120,163
"Tsunami_deaths_mount_to_more_than_120,000",Aceh,5.55,95.31,163
"Tsunami_deaths_mount_to_more_than_120,000",Sri Lanka,7,81,163
"Tsunami_deaths_mount_to_more_than_120,000",India,21,78,163
"Tsunami_deaths_mount_to_more_than_120,000",Malaysia,2.5,112.5,163
"Tsunami_deaths_mount_to_more_than_120,000",Myanmar,22,96,163
"Tsunami_deaths_mount_to_more_than_120,000",Bangladesh,23.8,90.3,163
"Tsunami_deaths_mount_to_more_than_120,000",Maldives,3.2,73.22,163
"Tsunami_deaths_mount_to_more_than_120,000",Somalia,10,49,163
"Tsunami_deaths_mount_to_more_than_120,000",Tanzania,-6.30,34.85,163
"Tsunami_deaths_mount_to_more_than_120,000",Kenya,1,38,163
"Tsunami_deaths_mount_to_more_than_120,000",Sweden,63,16,163
"Angola:_Marburg_virus_still_spreading,_180_dead",Angola,-12.5,18.5,164
"Angola:_Marburg_virus_still_spreading,_180_dead",Zaire,-2.88,23.65,164
"Angola:_Marburg_virus_still_spreading,_180_dead",Uige,-7.61,15.05,164
"Angola:_Marburg_virus_still_spreading,_180_dead",Democratic Republic of Congo,-2.88,23.65,164
"Angola:_Marburg_virus_still_spreading,_180_dead",Mozambique,-18.25,35,164
"Angola:_Marburg_virus_still_spreading,_180_dead",Luanda,-8.83,13.23,164
Indonesian_health_officials_investigating_possible_human_to_human_transmission_of_H5N1_Bird_Flu_virus,Garut,-7.21,107.9,165
Indonesian_health_officials_investigating_possible_human_to_human_transmission_of_H5N1_Bird_Flu_virus,West Java,-6.75,107.5,165
Indonesian_health_officials_investigating_possible_human_to_human_transmission_of_H5N1_Bird_Flu_virus,Indonesia,-5,120,165
"Number_of_cholera_cases_in_Zimbabwe_reaches_80,000",Zimbabwe,-20,30,166
"Number_of_cholera_cases_in_Zimbabwe_reaches_80,000",Africa,7.18,21.09,166
"Number_of_cholera_cases_in_Zimbabwe_reaches_80,000",Zambia,-15,30,166
"Number_of_cholera_cases_in_Zimbabwe_reaches_80,000",Malawi,-13.5,34,166
"Number_of_cholera_cases_in_Zimbabwe_reaches_80,000",Mozambique,-18.25,35,166
"Number_of_cholera_cases_in_Zimbabwe_reaches_80,000",South Africa,-30,25,166
Horse_flu_infects_Australian_thoroughbreds,Randwick,-33.91,151.23,167
Horse_flu_infects_Australian_thoroughbreds,Sydney,-33.86,151.20,167
Horse_flu_infects_Australian_thoroughbreds,NSW,-32.16,147.01,167
Horse_flu_infects_Australian_thoroughbreds,Queensland,-23,143,167
Horse_flu_infects_Australian_thoroughbreds,Melbourne,-37.81,144.96,167
WHO_starts_simultaneous_immunization_campaigns_in_over_100_countries,Americas,26.01,-104.41,168
WHO_starts_simultaneous_immunization_campaigns_in_over_100_countries,Eastern Mediterranean,34.88,22.36,168
WHO_starts_simultaneous_immunization_campaigns_in_over_100_countries,US,40,-100,168
WHO_starts_simultaneous_immunization_campaigns_in_over_100_countries,Canada,60,-95,168
WHO_starts_simultaneous_immunization_campaigns_in_over_100_countries,Middle East,29,41,168
WHO_starts_simultaneous_immunization_campaigns_in_over_100_countries,Nicaragua,13.09,-86.00,168
WHO_starts_simultaneous_immunization_campaigns_in_over_100_countries,Suriname,4,-56,168
WHO_starts_simultaneous_immunization_campaigns_in_over_100_countries,French Guiana,4,-53,168
WHO_starts_simultaneous_immunization_campaigns_in_over_100_countries,Haiti,19,-72.41,168
WHO_starts_simultaneous_immunization_campaigns_in_over_100_countries,Dominican Republic,19,-70.66,168
WHO_starts_simultaneous_immunization_campaigns_in_over_100_countries,West Africa,18.31,-4.83,168
Polio_vaccination_campaign_targets_85_million_African_children,Burkina Faso,13,-2,169
Polio_vaccination_campaign_targets_85_million_African_children,Cameroon,6,12,169
Polio_vaccination_campaign_targets_85_million_African_children,Chad,15,19,169
Polio_vaccination_campaign_targets_85_million_African_children,Guinea,11,-10,169
Polio_vaccination_campaign_targets_85_million_African_children,Liberia,6.5,-9.5,169
Polio_vaccination_campaign_targets_85_million_African_children,Mali,17,-4,169
Polio_vaccination_campaign_targets_85_million_African_children,Mauritania,20,-12,169
Polio_vaccination_campaign_targets_85_million_African_children,Senegal,14,-14,169
Polio_vaccination_campaign_targets_85_million_African_children,Sierra Leone,8.5,-11.5,169
Polio_vaccination_campaign_targets_85_million_African_children,Benin,6.46,2.6,169
Polio_vaccination_campaign_targets_85_million_African_children,Cape Verde,15.11,-23.61,169
Polio_vaccination_campaign_targets_85_million_African_children,Central African Republic,7,21,169
Polio_vaccination_campaign_targets_85_million_African_children,Côte d'Ivoire,8,-5,169
Polio_vaccination_campaign_targets_85_million_African_children,Gambia,13.46,-16.6,169
Polio_vaccination_campaign_targets_85_million_African_children,Ghana,7.81,-1.05,169
Polio_vaccination_campaign_targets_85_million_African_children,Guinea-Bissau,12,-15,169
Polio_vaccination_campaign_targets_85_million_African_children,Niger,16,8,169
Polio_vaccination_campaign_targets_85_million_African_children,Nigeria,8,10,169
Polio_vaccination_campaign_targets_85_million_African_children,Togo,6.11,1.21,169
Alarm_sounded_over_US_honey_bee_die-off,North America,54.77,-105.64,170
Alarm_sounded_over_US_honey_bee_die-off,Pennsylvania,41,-77.5,170
Alarm_sounded_over_US_honey_bee_die-off,United States,40,-100,170
Alarm_sounded_over_US_honey_bee_die-off,U.S.,40,-100,170
Alarm_sounded_over_US_honey_bee_die-off,Canada,60,-95,170
Alarm_sounded_over_US_honey_bee_die-off,Georgia,33,-83.5,170
Alarm_sounded_over_US_honey_bee_die-off,Oklahoma,35.5,-98,170
Alarm_sounded_over_US_honey_bee_die-off,Wisconsin,44.5,-89.5,170
Alarm_sounded_over_US_honey_bee_die-off,California,37,-120,170
Britain%27s_deadly_bug_possibly_imported_from_U.S._or_Canada,United States,40,-100,171
Britain%27s_deadly_bug_possibly_imported_from_U.S._or_Canada,Canada,60,-95,171
Britain%27s_deadly_bug_possibly_imported_from_U.S._or_Canada,Britain,55,-3,171
Possible_first_case_of_mad_cow_disease_in_Sweden,Sweden,63,16,172
Possible_first_case_of_mad_cow_disease_in_Sweden,Västerås,59.61,16.55,172
Possible_first_case_of_mad_cow_disease_in_Sweden,Stockholm,59.32,18.06,172
Possible_first_case_of_mad_cow_disease_in_Sweden,United Kingdom,55,-3,172
Possible_first_case_of_mad_cow_disease_in_Sweden,UK,55,-3,172
Foot_and_mouth_scare_in_New_Zealand_likely_to_be_hoax,New Zealand,-42,174,173
Foot_and_mouth_scare_in_New_Zealand_likely_to_be_hoax,Waiheke Island,-36.8,175.1,173
Foot_and_mouth_scare_in_New_Zealand_likely_to_be_hoax,United Kingdom,55,-3,173
Bluetongue_outbreak_in_Germany,Germany,51,9,174
Bluetongue_outbreak_in_Germany,Northern Europe,61.68,2.90,174
Bluetongue_outbreak_in_Germany,Belgium,50.83,4,174
Bluetongue_outbreak_in_Germany,France,47,2,174
Bluetongue_outbreak_in_Germany,Netherlands,52.31,5.55,174
Bluetongue_outbreak_in_Germany,Luxembourg,49.75,6.16,174
Bluetongue_outbreak_in_Germany,United Kingdom,55,-3,174
Bluetongue_outbreak_in_Germany,UK,55,-3,174
Bad_weather_makes_life_tougher_for_quake_survivors,South Asia,21.28,78.66,175
Bad_weather_makes_life_tougher_for_quake_survivors,Pakistan,30,70,175
Bad_weather_makes_life_tougher_for_quake_survivors,Jammu and Kashmir,33.45,76.24,175
Bad_weather_makes_life_tougher_for_quake_survivors,Australia,-25,133,175
Bad_weather_makes_life_tougher_for_quake_survivors,Kashmir,34.5,76,175
Bad_weather_makes_life_tougher_for_quake_survivors,France,47,2,175
Bad_weather_makes_life_tougher_for_quake_survivors,Japan,35,136,175
Bad_weather_makes_life_tougher_for_quake_survivors,Jordan,31.24,36.51,175
Bad_weather_makes_life_tougher_for_quake_survivors,China,35,103,175
Bad_weather_makes_life_tougher_for_quake_survivors,Russia,60,90,175
Bad_weather_makes_life_tougher_for_quake_survivors,Iran,32,53,175
Bad_weather_makes_life_tougher_for_quake_survivors,Syria,35,38,175
Bad_weather_makes_life_tougher_for_quake_survivors,US,40,-100,175
WHO_director:_Pandemic_alert_level_will_not_be_raised,Mexico,23,-102,176
WHO_director:_Pandemic_alert_level_will_not_be_raised,United States,40,-100,176
WHO_director:_Pandemic_alert_level_will_not_be_raised,China,35,103,176
WHO_director:_Pandemic_alert_level_will_not_be_raised,Japan,35,136,176
WHO_director:_Pandemic_alert_level_will_not_be_raised,United Kingdom,55,-3,176
WHO_director:_Pandemic_alert_level_will_not_be_raised,UK,55,-3,176
US:_Melamine_from_contaminated_pet_food_enters_human_food_chain,Ceres,37.60,-120.95,177
US:_Melamine_from_contaminated_pet_food_enters_human_food_chain,California,37,-120,177
US:_Melamine_from_contaminated_pet_food_enters_human_food_chain,United States,40,-100,177
US:_Melamine_from_contaminated_pet_food_enters_human_food_chain,Mississauga,43.6,-79.65,177
US:_Melamine_from_contaminated_pet_food_enters_human_food_chain,Ontario,50,-85,177
US:_Melamine_from_contaminated_pet_food_enters_human_food_chain,Canada,60,-95,177
US:_Melamine_from_contaminated_pet_food_enters_human_food_chain,China,35,103,177
Study_suggests_%27sleeping_sickness%27_parasite_mutated_to_evade_immune_system_defences,Georgia,33,-83.5,178
Study_suggests_%27sleeping_sickness%27_parasite_mutated_to_evade_immune_system_defences,Glasgow,55.85,-4.25,178
Study_suggests_%27sleeping_sickness%27_parasite_mutated_to_evade_immune_system_defences,South Sudan,8,30,178
Study_suggests_%27sleeping_sickness%27_parasite_mutated_to_evade_immune_system_defences,Angola,-12.5,18.5,178
Study_suggests_%27sleeping_sickness%27_parasite_mutated_to_evade_immune_system_defences,Democratic Republic of Congo,-2.88,23.65,178
Study_suggests_%27sleeping_sickness%27_parasite_mutated_to_evade_immune_system_defences,Uganda,1,32,178
"750,000_could_be_affected_by_flooding_in_Kenya,_UN_says",Kenya,1,38,179
"750,000_could_be_affected_by_flooding_in_Kenya,_UN_says",Dadaab,0.05,40.31,179
"750,000_could_be_affected_by_flooding_in_Kenya,_UN_says",Indian Ocean,-20,80,179
"750,000_could_be_affected_by_flooding_in_Kenya,_UN_says",Pacific,0,-160,179
"Mothers,_teachers_air_more_concerns_about_leukemia_cases_at_California_elementary_school",California,37,-120,180
"Mothers,_teachers_air_more_concerns_about_leukemia_cases_at_California_elementary_school",Santa Ana,33.74,-117.88,180
"Mothers,_teachers_air_more_concerns_about_leukemia_cases_at_California_elementary_school",Orange County,33.67,-117.78,180
"Mothers,_teachers_air_more_concerns_about_leukemia_cases_at_California_elementary_school",Newport Beach,33.61,-117.89,180
"Mothers,_teachers_air_more_concerns_about_leukemia_cases_at_California_elementary_school",Irvine,33.66,-117.82,180
Papua_New_Guinea_at_risk_of_AIDS_epidemic,Asia,29.84,89.29,181
Papua_New_Guinea_at_risk_of_AIDS_epidemic,Pacific,0,-160,181
Papua_New_Guinea_at_risk_of_AIDS_epidemic,Papua New Guinea,-6,147,181
Papua_New_Guinea_at_risk_of_AIDS_epidemic,Malaysia,2.5,112.5,181
Papua_New_Guinea_at_risk_of_AIDS_epidemic,Vietnam,16.16,107.83,181
Papua_New_Guinea_at_risk_of_AIDS_epidemic,Myanmar,22,96,181
"186,000_cases_of_chikungunya_in_R%C3%A9union",Réunion,-21.11,55.53,182
"186,000_cases_of_chikungunya_in_R%C3%A9union",Indian Ocean,-20,80,182
"186,000_cases_of_chikungunya_in_R%C3%A9union",Seychelles,-4.58,55.66,182
"186,000_cases_of_chikungunya_in_R%C3%A9union",Mauritious,-20.2,57.5,182
"186,000_cases_of_chikungunya_in_R%C3%A9union",Mayotte,-12.84,45.13,182
"186,000_cases_of_chikungunya_in_R%C3%A9union",Rhône-Alpes,45.5,5.33,182
Study_estimates_first_human_HIV_infection_100_years_ago,Africa,7.18,21.09,183
Study_estimates_first_human_HIV_infection_100_years_ago,Léopoldville,-4.32,15.32,183
Study_estimates_first_human_HIV_infection_100_years_ago,Kinshasa,-4.32,15.32,183
Study_estimates_first_human_HIV_infection_100_years_ago,Democratic Republic of the Congo,-2.88,23.65,183
Study_estimates_first_human_HIV_infection_100_years_ago,U.S.,40,-100,183
Study_estimates_first_human_HIV_infection_100_years_ago,Tucson,32.22,-110.92,183
Study_estimates_first_human_HIV_infection_100_years_ago,Arizona,34,-112,183
Study_estimates_first_human_HIV_infection_100_years_ago,United States,40,-100,183
Study_estimates_first_human_HIV_infection_100_years_ago,France,47,2,183
Study_estimates_first_human_HIV_infection_100_years_ago,Belgium,50.83,4,183
Study_estimates_first_human_HIV_infection_100_years_ago,Australia,-25,133,183
Study_estimates_first_human_HIV_infection_100_years_ago,Denmark,56,10,183
Study_estimates_first_human_HIV_infection_100_years_ago,Cameroon,6,12,183
California_Senate_prohibits_sports_drinks_in_public_schools,California,37,-120,184
"With_arrival_of_rainy_season,_perennial_scramble_in_Zimbabwe_for_seed,_fertilizer",Zimbabwe,-20,30,185
"With_arrival_of_rainy_season,_perennial_scramble_in_Zimbabwe_for_seed,_fertilizer",Wedza,-18.61,31.56,185
"With_arrival_of_rainy_season,_perennial_scramble_in_Zimbabwe_for_seed,_fertilizer",Mashonaland East,-17.5,32,185
"With_arrival_of_rainy_season,_perennial_scramble_in_Zimbabwe_for_seed,_fertilizer",Midlands,-19,30,185
World_AIDS_Day_events_held_around_the_globe,Johannesburg,-26.20,28.04,186
World_AIDS_Day_events_held_around_the_globe,South Africa,-30,25,186
World_AIDS_Day_events_held_around_the_globe,Midrand,-25.99,28.12,186
World_AIDS_Day_events_held_around_the_globe,Gauteng,-26,28,186
World_AIDS_Day_events_held_around_the_globe,China,35,103,186
World_AIDS_Day_events_held_around_the_globe,Beijing,39.91,116.38,186
World_AIDS_Day_events_held_around_the_globe,Shanghai,31.22,121.47,186
World_AIDS_Day_events_held_around_the_globe,Changsha,28.19,112.97,186
World_AIDS_Day_events_held_around_the_globe,Sanya,18.25,109.50,186
World_AIDS_Day_events_held_around_the_globe,United States,40,-100,186
World_AIDS_Day_events_held_around_the_globe,Africa,7.18,21.09,186
Swine_flu:_recent_developments_worldwide,United States,40,-100,187
Swine_flu:_recent_developments_worldwide,Egypt,26,30,187
Swine_flu:_recent_developments_worldwide,Bulgaria,42.75,25.5,187
Swine_flu:_recent_developments_worldwide,Nicaragua,13.09,-86.00,187
Swine_flu:_recent_developments_worldwide,Lebanon,33.83,35.83,187
Swine_flu:_recent_developments_worldwide,Australia,-25,133,187
Swine_flu:_recent_developments_worldwide,Victoria,-37,144,187
Swine_flu:_recent_developments_worldwide,New South Wales,-32.16,147.01,187
Swine_flu:_recent_developments_worldwide,Singapore,1.3,103.8,187
Swine_flu:_recent_developments_worldwide,Melbourne,-37.81,144.96,187
Swine_flu:_recent_developments_worldwide,Brazil,-10,-52,187
Swine_flu:_recent_developments_worldwide,U.S.,40,-100,187
Swine_flu:_recent_developments_worldwide,São Paulo,-23.55,-46.63,187
Swine_flu:_recent_developments_worldwide,Rio de Janeiro,-22.90,-43.19,187
Swine_flu:_recent_developments_worldwide,Santa Catarina,-27.25,-50.33,187
Swine_flu:_recent_developments_worldwide,Rio Grande do Sul,-30,-53,187
Swine_flu:_recent_developments_worldwide,Tocantins,-10.18,-48.33,187
Swine_flu:_recent_developments_worldwide,Minas Gerais,-19.81,-43.95,187
Swine_flu:_recent_developments_worldwide,Canada,60,-95,187
Swine_flu:_recent_developments_worldwide,Chile,-30,-71,187
Swine_flu:_recent_developments_worldwide,Santiago,-33.45,-70.66,187
Swine_flu:_recent_developments_worldwide,New Zealand,-42,174,187
Swine_flu:_recent_developments_worldwide,Philippines,13,122,187
Swine_flu:_recent_developments_worldwide,Russia,60,90,187
Swine_flu:_recent_developments_worldwide,New York,40.71,-74.00,187
Swine_flu:_recent_developments_worldwide,Moscow,55.75,37.61,187
Swine_flu:_recent_developments_worldwide,Americas,19,-96,187
Swine_flu:_recent_developments_worldwide,Japan,35,136,187
Swine_flu:_recent_developments_worldwide,Spain,40,-4,187
Swine_flu:_recent_developments_worldwide,Turkey,39,35,187
Swine_flu:_recent_developments_worldwide,Iraq,33,44,187
Swine_flu:_recent_developments_worldwide,İstanbul,41.01,28.95,187
Swine_flu:_recent_developments_worldwide,Toronto,43.7,-79.4,187
Swine_flu:_recent_developments_worldwide,Istanbul,41.01,28.95,187
Swine_flu:_recent_developments_worldwide,United Kingdom,55,-3,187
Swine_flu:_recent_developments_worldwide,England,51.5,-0.11,187
Swine_flu:_recent_developments_worldwide,Glasgow,55.85,-4.25,187
Swine_flu:_recent_developments_worldwide,Paisley,55.84,-4.42,187
Swine_flu:_recent_developments_worldwide,Scotland,56,-4,187
Swine_flu:_recent_developments_worldwide,UK,55,-3,187
Swine_flu:_recent_developments_worldwide,Wisconsin,44.5,-89.5,187
Swine_flu:_recent_developments_worldwide,Vietnam,16.16,107.83,187
Swine_flu:_recent_developments_worldwide,Ho Chi Minh City,10.77,106.70,187
Frog-killing_fungus_spreads_across_Panama_Canal_towards_South_America,South America,-14.60,-57.65,188
Frog-killing_fungus_spreads_across_Panama_Canal_towards_South_America,Panama,9,-80,188
Frog-killing_fungus_spreads_across_Panama_Canal_towards_South_America,Panama Canal,9.08,-79.68,188
Frog-killing_fungus_spreads_across_Panama_Canal_towards_South_America,Tortí,8.92,-78.40,188
Frog-killing_fungus_spreads_across_Panama_Canal_towards_South_America,Panamá,9,-80,188
Frog-killing_fungus_spreads_across_Panama_Canal_towards_South_America,Americas,19,-96,188
Frog-killing_fungus_spreads_across_Panama_Canal_towards_South_America,Australia,-25,133,188
Frog-killing_fungus_spreads_across_Panama_Canal_towards_South_America,Asia,29.84,89.29,188
Frog-killing_fungus_spreads_across_Panama_Canal_towards_South_America,Central,25.32,-99.66,188
Australian_frog_is_rediscovered_after_17_years,Australia,-25,133,189
Australian_frog_is_rediscovered_after_17_years,Mareeba,-16.98,145.41,189
Australian_frog_is_rediscovered_after_17_years,Queensland,-23,143,189
"Swan_in_Fife,_Scotland_dies_with_H5N1_bird_flu_virus_infection",Cellardyke,56.21,-2.7,190
"Swan_in_Fife,_Scotland_dies_with_H5N1_bird_flu_virus_infection",Fife,56.25,-3.2,190
"Swan_in_Fife,_Scotland_dies_with_H5N1_bird_flu_virus_infection",Scotland,56,-4,190
"Swan_in_Fife,_Scotland_dies_with_H5N1_bird_flu_virus_infection",Glasgow,55.85,-4.25,190
"Swan_in_Fife,_Scotland_dies_with_H5N1_bird_flu_virus_infection",United Kingdom,55,-3,190
"Swan_in_Fife,_Scotland_dies_with_H5N1_bird_flu_virus_infection",U.K.,55,-3,190
"Swan_in_Fife,_Scotland_dies_with_H5N1_bird_flu_virus_infection",UK,55,-3,190
"Swan_in_Fife,_Scotland_dies_with_H5N1_bird_flu_virus_infection",Weybridge,51.36,-0.45,190
Swine_flu_worldwide:_update,Canada,60,-95,191
Swine_flu_worldwide:_update,Mexico,23,-102,191
Swine_flu_worldwide:_update,United States,40,-100,191
Swine_flu_worldwide:_update,British Columbia,54,-125,191
Swine_flu_worldwide:_update,Nova Scotia,45,-63,191
Swine_flu_worldwide:_update,Ontario,50,-85,191
Swine_flu_worldwide:_update,Alberta,55,-115,191
Swine_flu_worldwide:_update,New Brunswick,46,-66,191
Swine_flu_worldwide:_update,Quebec,53,-70,191
Swine_flu_worldwide:_update,Cairo,30.04,31.23,191
Swine_flu_worldwide:_update,Egypt,26,30,191
Swine_flu_worldwide:_update,Bavaria,48.77,11.43,191
Swine_flu_worldwide:_update,Germany,51,9,191
Swine_flu_worldwide:_update,Spain,40,-4,191
Swine_flu_worldwide:_update,Hong Kong,22.3,114.2,191
Swine_flu_worldwide:_update,Shanghai,31.22,121.47,191
Swine_flu_worldwide:_update,China,35,103,191
Swine_flu_worldwide:_update,New Zealand,-42,174,191
Swine_flu_worldwide:_update,North America,54.77,-105.64,191
Swine_flu_worldwide:_update,Auckland,-36.84,174.74,191
Swine_flu_worldwide:_update,Nigeria,8,10,191
Swine_flu_worldwide:_update,US,40,-100,191
Swine_flu_worldwide:_update,Delaware,39,-75.5,191
Swine_flu_worldwide:_update,Illinois,40,-89,191
Swine_flu_worldwide:_update,Kentucky,37.5,-85,191
Swine_flu_worldwide:_update,South Carolina,34,-81,191
Swine_flu_worldwide:_update,Tennessee,36,-86,191
Swine_flu_worldwide:_update,Houston,29.76,-95.38,191
Swine_flu_worldwide:_update,Texas,31,-100,191
Swine_flu_worldwide:_update,Alabama,32.7,-86.7,191
Swine_flu_worldwide:_update,Fort Worth,32.75,-97.33,191
