,SNE Name,lat,lng,Country Code,Type,Population,source
760,Mauritania,20.25,-10.5,MR,A,4403319,Polio_vaccination_campaign_targets_85_million_African_children
761,Cruz do Pé do Verde,16.88333,-24.95,CV,P,0,Polio_vaccination_campaign_targets_85_million_African_children
762,Togo,13.5207,-4.5183,ML,P,0,Polio_vaccination_campaign_targets_85_million_African_children
763,Sierra Leone,8.5,-11.5,SL,A,7650154,Polio_vaccination_campaign_targets_85_million_African_children
764,Chad,28.29612,66.12478,PK,P,0,Polio_vaccination_campaign_targets_85_million_African_children
765,Benin,5.60744,-0.99696,GH,P,0,Polio_vaccination_campaign_targets_85_million_African_children
766,Liberia,6.5,-9.5,LR,A,4818977,Polio_vaccination_campaign_targets_85_million_African_children
767,Mali,18,-2,ML,A,19077690,Polio_vaccination_campaign_targets_85_million_African_children
768,Senegal,7.96664,-12.50189,SL,P,0,Polio_vaccination_campaign_targets_85_million_African_children
769,Gambia,7.39274,-11.84293,SL,P,0,Polio_vaccination_campaign_targets_85_million_African_children
770,Ghana,8.1,-1.2,GH,A,29767108,Polio_vaccination_campaign_targets_85_million_African_children
771,Tanzania,-6,35,TZ,A,56318348,African_leaders_start_drive_to_eradicate_malaria
772,Dar Es Salaam,7.23454,-11.2601,SL,P,0,African_leaders_start_drive_to_eradicate_malaria
773,South Africa,-29,24,ZA,A,57779622,African_leaders_start_drive_to_eradicate_malaria
774,Houston,31.31773,-95.42268,US,A,23732,African_leaders_start_drive_to_eradicate_malaria
775,Zanzibar,-6.16394,39.19793,TZ,P,403658,African_leaders_start_drive_to_eradicate_malaria
776,Zambia,-14.33333,28.5,ZM,A,17351822,Health_organisations_respond_to_Ebola_outbreak_in_Democratic_Republic_of_the_Congo
777,Kasai,-0.77401,100.28874,ID,P,0,Health_organisations_respond_to_Ebola_outbreak_in_Democratic_Republic_of_the_Congo
778,Ås,59.66366,10.79101,NO,A,15863,Health_organisations_respond_to_Ebola_outbreak_in_Democratic_Republic_of_the_Congo
779,Kasaï-Occidental,-5.33333,21.58333,CD,A,4545940,Health_organisations_respond_to_Ebola_outbreak_in_Democratic_Republic_of_the_Congo
780,Kampungu,-0.5,31.56667,UG,P,0,Health_organisations_respond_to_Ebola_outbreak_in_Democratic_Republic_of_the_Congo
781,Rwanda,-0.78884,30.10159,UG,A,0,Health_organisations_respond_to_Ebola_outbreak_in_Democratic_Republic_of_the_Congo
782,Kananga,-5.89624,22.41659,CD,P,463546,Health_organisations_respond_to_Ebola_outbreak_in_Democratic_Republic_of_the_Congo
783,Mukuru kwa njenga,-1.30013,36.89872,KE,P,0,At_least_nine_dead_after_cholera_outbreak_in_Kenyan_slum
784,Nairobi,-1.28333,36.83333,KE,A,3138369,At_least_nine_dead_after_cholera_outbreak_in_Kenyan_slum
785,Mukuru,-0.27235,36.51161,KE,P,0,At_least_nine_dead_after_cholera_outbreak_in_Kenyan_slum
786,Kenya,1,38,KE,A,51393010,At_least_nine_dead_after_cholera_outbreak_in_Kenyan_slum
787,Australia,-25,135,AU,A,24992369,Study_estimates_first_human_HIV_infection_100_years_ago
788,Cameroon,6,12.5,CM,A,25216237,Study_estimates_first_human_HIV_infection_100_years_ago
789,Belgium,50.75,4.5,BE,A,11422068,Study_estimates_first_human_HIV_infection_100_years_ago
790,United States,39.76,-98.5,US,A,327167434,Study_estimates_first_human_HIV_infection_100_years_ago
791,France,46,2,FR,A,66987244,Study_estimates_first_human_HIV_infection_100_years_ago
792,Kinshasa,-4.32758,15.31357,CD,P,7785965,Study_estimates_first_human_HIV_infection_100_years_ago
793,South Africa,-29,24,ZA,A,57779622,Study_estimates_first_human_HIV_infection_100_years_ago
794,Denmark,-34.93473,117.37518,AU,A,5748,Study_estimates_first_human_HIV_infection_100_years_ago
795,Arizona,34.5003,-111.50098,US,A,5863809,Study_estimates_first_human_HIV_infection_100_years_ago
796,Tucson,32.22174,-110.92648,US,P,531641,Study_estimates_first_human_HIV_infection_100_years_ago
797,Germany,51.5,10.5,DE,A,82927922,Swan_in_German_zoo_tests_positive_for_H5N1_virus
798,Dresden,51.16667,14.08333,DE,A,1631486,Swan_in_German_zoo_tests_positive_for_H5N1_virus
799,East Java,-7.7394,112.5099,ID,A,22200177,Bird_Flu_kills_40th_Indonesian
800,Indonesia,-5,120,ID,A,267663435,Bird_Flu_kills_40th_Indonesian
801,Tulungagung,-3.3884,119.2216,ID,P,0,Bird_Flu_kills_40th_Indonesian
802,Hong Kong,22.27832,114.17469,HK,P,7482500,Bird_Flu_kills_40th_Indonesian
803,Texas,36.74791,-101.49001,US,A,20640,"Healthcare_workers,_public_officials_struggle_to_address_influenza_outbreak_across_much_of_U.S."
804,New York,40.77427,-73.96981,US,A,1585873,"Healthcare_workers,_public_officials_struggle_to_address_influenza_outbreak_across_much_of_U.S."
805,United States,39.76,-98.5,US,A,327167434,"Healthcare_workers,_public_officials_struggle_to_address_influenza_outbreak_across_much_of_U.S."
806,Boston,42.35843,-71.05977,US,P,675647,"Healthcare_workers,_public_officials_struggle_to_address_influenza_outbreak_across_much_of_U.S."
807,England,52.16045,-0.70312,GB,A,56286961,Wild_Canadian_Goose_tests_positive_for_H5N1_in_England
808,United Kingdom,54.75844,-2.69531,GB,A,66488991,Wild_Canadian_Goose_tests_positive_for_H5N1_in_England
809,Dorset,50.75,-2.33333,GB,A,422727,Wild_Canadian_Goose_tests_positive_for_H5N1_in_England
810,England,52.16045,-0.70312,GB,A,56286961,Man_attempts_to_foil_breathalyzer_by_eating_feces
811,United Kingdom,54.75844,-2.69531,GB,A,66488991,Man_attempts_to_foil_breathalyzer_by_eating_feces
812,Dorset,50.75,-2.33333,GB,A,422727,Man_attempts_to_foil_breathalyzer_by_eating_feces
813,Ontario,49.25014,-84.49983,CA,A,12861940,Man_attempts_to_foil_breathalyzer_by_eating_feces
814,Stroud,44.32647,-79.61928,CA,P,0,Man_attempts_to_foil_breathalyzer_by_eating_feces
815,Canada,60.10867,-113.64258,CA,A,37058856,Man_attempts_to_foil_breathalyzer_by_eating_feces
816,Bradford,44.11681,-79.56632,CA,P,0,Man_attempts_to_foil_breathalyzer_by_eating_feces
817,Britain,39.25288,-77.69694,US,P,0,Britain%27s_deadly_bug_possibly_imported_from_U.S._or_Canada
818,United States,39.76,-98.5,US,A,327167434,Britain%27s_deadly_bug_possibly_imported_from_U.S._or_Canada
819,Canada,60.10867,-113.64258,CA,A,37058856,Britain%27s_deadly_bug_possibly_imported_from_U.S._or_Canada
820,Germany,51.5,10.5,DE,A,82927922,Exploding_toads_confuse_scientists
821,Låsby,56.15022,9.80683,DK,P,2001,Exploding_toads_confuse_scientists
822,Jutland,40.62288,-74.96434,US,P,0,Exploding_toads_confuse_scientists
823,Midlothian,55.82347,-3.09334,GB,A,88610,Exploding_toads_confuse_scientists
824,Denmark,56,10,DK,A,5797446,Exploding_toads_confuse_scientists
825,Hamburg,53.55,10,DE,A,1847253,Exploding_toads_confuse_scientists
826,Roanoke,47.59454,-122.2429,US,P,0,"Post-probe,_problematic_peanut_paste_products_pulled"
827,Blakely,34.69676,-93.06935,US,P,0,"Post-probe,_problematic_peanut_paste_products_pulled"
828,United States,39.76,-98.5,US,A,327167434,"Post-probe,_problematic_peanut_paste_products_pulled"
829,Xã Ia Rvê,13.21834,107.64127,VN,A,0,"Post-probe,_problematic_peanut_paste_products_pulled"
830,Ås,59.66366,10.79101,NO,A,15863,"Post-probe,_problematic_peanut_paste_products_pulled"
831,Town of Prospect,41.49928,-72.97612,US,A,9739,"Post-probe,_problematic_peanut_paste_products_pulled"
832,Ås,59.66366,10.79101,NO,A,15863,"Post-probe,_problematic_peanut_paste_products_pulled"
833,Soca,-34.67748,-55.58471,UY,A,0,"Post-probe,_problematic_peanut_paste_products_pulled"
834,Virginia,37.54812,-77.44675,US,A,7642884,"Post-probe,_problematic_peanut_paste_products_pulled"
835,Georgia,32.75042,-83.50018,US,A,8975842,"Post-probe,_problematic_peanut_paste_products_pulled"
836,Australia,-25,135,AU,A,24992369,Horse_flu_spreads_in_Australia
837,New South Wales,-33,146,AU,A,8046100,Horse_flu_spreads_in_Australia
838,Moonbi,-31.01775,151.07062,AU,P,1099,Horse_flu_spreads_in_Australia
839,Parkes,-35.30177,149.13041,AU,P,4,Horse_flu_spreads_in_Australia
840,Queensland,-20,145,AU,A,5052800,Horse_flu_spreads_in_Australia
841,Wyong,-33.28254,151.42327,AU,P,4309,Horse_flu_spreads_in_Australia
842,Brunswick Heads,-28.54003,153.54573,AU,P,2032,Horse_flu_spreads_in_Australia
843,Berry,-34.77507,150.69436,AU,P,2648,Horse_flu_spreads_in_Australia
844,Victoria,-37,145,AU,A,6526400,Horse_flu_spreads_in_Australia
845,Cattai,-33.54569,150.91432,AU,P,822,Horse_flu_spreads_in_Australia
846,Sydney,-33.86785,151.20732,AU,P,4627345,Horse_flu_spreads_in_Australia
847,Maitland,-32.73308,151.5574,AU,P,67132,Horse_flu_spreads_in_Australia
848,Brisbane,-27.46794,153.02809,AU,P,2189878,Horse_flu_spreads_in_Australia
849,Warwick,-28.21901,152.03438,AU,P,12208,Horse_flu_spreads_in_Australia
850,Nigeria,10,8,NG,A,195874740,UN_says_polio_eradicated_in_Egypt_and_Niger
851,Niger,18,9,NE,A,22442948,UN_says_polio_eradicated_in_Egypt_and_Niger
852,United States,39.76,-98.5,US,A,327167434,UN_says_polio_eradicated_in_Egypt_and_Niger
853,Egypt,40.6801,-75.52991,US,P,2391,UN_says_polio_eradicated_in_Egypt_and_Niger
854,Seychelles,-4.58333,55.66667,SC,A,96762,"186,000_cases_of_chikungunya_in_R%C3%A9union"
855,British Indian Ocean Territory,-6,72,IO,A,4000,"186,000_cases_of_chikungunya_in_R%C3%A9union"
856,Réunion,-21.10044,55.60206,RE,A,794107,"186,000_cases_of_chikungunya_in_R%C3%A9union"
857,Mayotte,-12.83333,45.16667,YT,A,279471,"186,000_cases_of_chikungunya_in_R%C3%A9union"
858,West Virginia,38.50038,-80.50009,US,A,1817871,Child_abuse_case_in_West_Virginia_ends_in_jail_time
859,United States,39.76,-98.5,US,A,327167434,Child_abuse_case_in_West_Virginia_ends_in_jail_time
860,Philippi,39.15232,-80.04036,US,P,3256,Child_abuse_case_in_West_Virginia_ends_in_jail_time
861,England,52.16045,-0.70312,GB,A,56286961,Chickens_at_a_Norfolk_farm_to_be_culled_after_testing_positive_for_bird_flu
862,Netherlands,52.25,5.75,NL,A,17231017,Chickens_at_a_Norfolk_farm_to_be_culled_after_testing_positive_for_bird_flu
863,Ukraine,49,32,UA,A,44622516,Chickens_at_a_Norfolk_farm_to_be_culled_after_testing_positive_for_bird_flu
864,Norfolk,52.66667,1,GB,A,892870,Chickens_at_a_Norfolk_farm_to_be_culled_after_testing_positive_for_bird_flu
865,Fife,56.25,-3.16667,GB,A,370330,Chickens_at_a_Norfolk_farm_to_be_culled_after_testing_positive_for_bird_flu
866,Australia,-25,135,AU,A,24992369,Queensland_mops_up_after_Cyclone_Larry%27s_billion_dollar_devastation
867,Queensland,-20,145,AU,A,5052800,Queensland_mops_up_after_Cyclone_Larry%27s_billion_dollar_devastation
868,Cairns,-16.90268,145.75287,AU,A,168618,Queensland_mops_up_after_Cyclone_Larry%27s_billion_dollar_devastation
869,Townsville,-19.26639,146.80569,AU,P,196219,Queensland_mops_up_after_Cyclone_Larry%27s_billion_dollar_devastation
870,Brisbane,-27.46794,153.02809,AU,P,2189878,Queensland_mops_up_after_Cyclone_Larry%27s_billion_dollar_devastation
871,Innisfail,-17.52209,146.03102,AU,P,1241,Queensland_mops_up_after_Cyclone_Larry%27s_billion_dollar_devastation
872,Ciocile,44.81667,27.23333,RO,P,3101,New_bird_flu_outbreaks_reported_in_Europe
873,Maliuc,45.17678,29.11334,RO,P,238,New_bird_flu_outbreaks_reported_in_Europe
874,Dudescu,44.9507,27.43257,RO,P,912,New_bird_flu_outbreaks_reported_in_Europe
875,Romania,46,25,RO,A,19473936,New_bird_flu_outbreaks_reported_in_Europe
876,Caraorman,45.07891,29.39321,RO,P,494,New_bird_flu_outbreaks_reported_in_Europe
877,Ceamurlia de Jos,44.73333,28.71667,RO,P,2596,New_bird_flu_outbreaks_reported_in_Europe
878,Brăila,45.08333,27.66667,RO,A,367830,New_bird_flu_outbreaks_reported_in_Europe
879,Russia,60,100,RU,A,144478050,New_bird_flu_outbreaks_reported_in_Europe
880,Crimea,45,34,UA,A,1907106,New_bird_flu_outbreaks_reported_in_Europe
881,Manaoag,17.17233,121.76469,PH,P,0,Philippines_is_culling_6500_hogs_after_Reston_ebolavirus_outbreak2
882,Palauig,15.435,119.9045,PH,P,2944,Philippines_is_culling_6500_hogs_after_Reston_ebolavirus_outbreak2
883,Sudan,16,30,SD,A,41801533,Philippines_is_culling_6500_hogs_after_Reston_ebolavirus_outbreak2
884,Bulacan,6.56306,125.41,PH,P,0,Philippines_is_culling_6500_hogs_after_Reston_ebolavirus_outbreak2
885,Province of Nueva Ecija,15.58333,121,PH,A,1853853,Philippines_is_culling_6500_hogs_after_Reston_ebolavirus_outbreak2
886,Cabanatuan City,15.49127,120.99166,PH,A,302231,Philippines_is_culling_6500_hogs_after_Reston_ebolavirus_outbreak2
887,Pangasinan,10.58336,122.5178,PH,P,0,Philippines_is_culling_6500_hogs_after_Reston_ebolavirus_outbreak2
888,Pennsylvania,40.8,-77.7,US,A,12440621,"E._coli_outbreak_kills_1,_sickens_nearly_100"
889,Wisconsin,44.50024,-90.00041,US,A,5535168,"E._coli_outbreak_kills_1,_sickens_nearly_100"
890,Washington,44.27342,-72.6149,US,A,59534,"E._coli_outbreak_kills_1,_sickens_nearly_100"
891,Ohio,38.9501,-84.96503,US,A,6128,"E._coli_outbreak_kills_1,_sickens_nearly_100"
892,Idaho,44.5002,-114.25118,US,A,1416564,"E._coli_outbreak_kills_1,_sickens_nearly_100"
893,Michigan,44.25029,-85.50033,US,A,9883360,"E._coli_outbreak_kills_1,_sickens_nearly_100"
894,New Mexico,34.50034,-106.00085,US,A,1912684,"E._coli_outbreak_kills_1,_sickens_nearly_100"
895,Connecticut,41.66704,-72.66648,US,A,3527249,"E._coli_outbreak_kills_1,_sickens_nearly_100"
896,New York,40.77427,-73.96981,US,A,1585873,"E._coli_outbreak_kills_1,_sickens_nearly_100"
897,Ås,59.66366,10.79101,NO,A,15863,"E._coli_outbreak_kills_1,_sickens_nearly_100"
898,Utah,39.25024,-111.75103,US,A,2427340,"E._coli_outbreak_kills_1,_sickens_nearly_100"
899,Oregon,44.00013,-120.50139,US,A,3642919,"E._coli_outbreak_kills_1,_sickens_nearly_100"
900,California,37.25022,-119.75126,US,A,39512223,"E._coli_outbreak_kills_1,_sickens_nearly_100"
901,Kentucky,38.20042,-84.87762,US,A,4206074,"E._coli_outbreak_kills_1,_sickens_nearly_100"
902,San Juan Bautista,36.84551,-121.538,US,P,1961,"E._coli_outbreak_kills_1,_sickens_nearly_100"
903,Indiana,40.00032,-86.25027,US,A,6265933,"E._coli_outbreak_kills_1,_sickens_nearly_100"
904,Ohio,38.9501,-84.96503,US,A,6128,"Looted,_possibly_contaminated_body_parts_transplanted_into_USA,_Canadian_patients"
905,United States,39.76,-98.5,US,A,327167434,"Looted,_possibly_contaminated_body_parts_transplanted_into_USA,_Canadian_patients"
906,New Jersey,40.16706,-74.49987,US,A,8751436,"Looted,_possibly_contaminated_body_parts_transplanted_into_USA,_Canadian_patients"
907,New York,40.77427,-73.96981,US,A,1585873,"Looted,_possibly_contaminated_body_parts_transplanted_into_USA,_Canadian_patients"
908,Marion,39.78171,-86.13847,US,A,903393,"Looted,_possibly_contaminated_body_parts_transplanted_into_USA,_Canadian_patients"
909,Brooklyn,40.6501,-73.94958,US,P,2300664,"Looted,_possibly_contaminated_body_parts_transplanted_into_USA,_Canadian_patients"
910,Canada,60.10867,-113.64258,CA,A,37058856,"Looted,_possibly_contaminated_body_parts_transplanted_into_USA,_Canadian_patients"
911,Chile,-30,-71,CL,A,18729160,Swine_flu_deaths_reported_in_Argentina
912,Ica,-14.3325,-75.49972,PE,A,709556,Swine_flu_deaths_reported_in_Argentina
913,Argentina,-34,-64,AR,A,44494502,Swine_flu_deaths_reported_in_Argentina
914,Buenos Aires,-36,-60,AR,A,15625084,Swine_flu_deaths_reported_in_Argentina
915,Pennsylvania,40.8,-77.7,US,A,12440621,Alarm_sounded_over_US_honey_bee_die-off
916,Wisconsin,44.50024,-90.00041,US,A,5535168,Alarm_sounded_over_US_honey_bee_die-off
917,United States,39.76,-98.5,US,A,327167434,Alarm_sounded_over_US_honey_bee_die-off
918,Oklahoma,35.49209,-97.50328,US,A,3547049,Alarm_sounded_over_US_honey_bee_die-off
919,Ås,59.66366,10.79101,NO,A,15863,Alarm_sounded_over_US_honey_bee_die-off
920,Georgia,32.75042,-83.50018,US,A,8975842,Alarm_sounded_over_US_honey_bee_die-off
921,California,37.25022,-119.75126,US,A,39512223,Alarm_sounded_over_US_honey_bee_die-off
922,Canada,60.10867,-113.64258,CA,A,37058856,Alarm_sounded_over_US_honey_bee_die-off
923,Mission Viejo,39.64639,-104.8,US,P,0,Eight_Californians_seriously_ill_after_eating_live_shellfish
924,California,37.25022,-119.75126,US,A,39512223,Eight_Californians_seriously_ill_after_eating_live_shellfish
925,Fullerton,33.87029,-117.92534,US,P,140847,Eight_Californians_seriously_ill_after_eating_live_shellfish
926,Netherlands,52.25,5.75,NL,A,17231017,Dutch_sheep_contaminated_by_bluetongue
927,Limburg,51.25,6,NL,A,1091697,Dutch_sheep_contaminated_by_bluetongue
928,Kansas,38.50029,-98.50063,US,A,2740759,Bacterial_meningitis_possibly_spread_on_AirTran_flight
929,Wichita,38.48208,-101.34736,US,A,2234,Bacterial_meningitis_possibly_spread_on_AirTran_flight
930,Atlanta,33.749,-84.38798,US,P,463878,Bacterial_meningitis_possibly_spread_on_AirTran_flight
931,Georgia,32.75042,-83.50018,US,A,8975842,Bacterial_meningitis_possibly_spread_on_AirTran_flight
932,Netherlands,52.25,5.75,NL,A,17231017,H5N1_bird_flu_confirmed_in_the_Netherlands
933,Lelystad,52.50833,5.475,NL,P,70741,H5N1_bird_flu_confirmed_in_the_Netherlands
934,Rotterdam,51.88246,4.28784,NL,A,638712,H5N1_bird_flu_confirmed_in_the_Netherlands
935,Netherlands,52.25,5.75,NL,A,17231017,Swine_flu_cases_in_Fiji_reach_97
936,Lelystad,52.50833,5.475,NL,P,70741,Swine_flu_cases_in_Fiji_reach_97
937,Rotterdam,51.88246,4.28784,NL,A,638712,Swine_flu_cases_in_Fiji_reach_97
938,Nadi,-17.80309,177.41617,FJ,P,42284,Swine_flu_cases_in_Fiji_reach_97
939,Fiji,-18,178,FJ,A,883483,Swine_flu_cases_in_Fiji_reach_97
940,Suva,-18.14161,178.44149,FJ,P,77366,Swine_flu_cases_in_Fiji_reach_97
941,Cellardyke,56.22411,-2.69054,GB,P,0,"Swan_in_Fife,_Scotland_dies_with_H5N1_bird_flu_virus_infection"
942,United Kingdom,54.75844,-2.69531,GB,A,66488991,"Swan_in_Fife,_Scotland_dies_with_H5N1_bird_flu_virus_infection"
943,Ukraine,49,32,UA,A,44622516,"Swan_in_Fife,_Scotland_dies_with_H5N1_bird_flu_virus_infection"
944,Tuzilu Kekashicun,38.87035,77.72151,CN,P,0,"Swan_in_Fife,_Scotland_dies_with_H5N1_bird_flu_virus_infection"
945,Fife,56.25,-3.16667,GB,A,370330,"Swan_in_Fife,_Scotland_dies_with_H5N1_bird_flu_virus_infection"
946,Weybridge,51.37178,-0.45975,GB,P,19463,"Swan_in_Fife,_Scotland_dies_with_H5N1_bird_flu_virus_infection"
947,Glasgow,55.86515,-4.25763,GB,P,591620,"Swan_in_Fife,_Scotland_dies_with_H5N1_bird_flu_virus_infection"
948,Scotland,56,-4,GB,A,5404700,"Swan_in_Fife,_Scotland_dies_with_H5N1_bird_flu_virus_infection"
949,England,52.16045,-0.70312,GB,A,56286961,Local_government_officials_confiscate_London_ice_cream_made_from_human_breast_milk_for_health_reasons
950,United Kingdom,54.75844,-2.69531,GB,A,66488991,Local_government_officials_confiscate_London_ice_cream_made_from_human_breast_milk_for_health_reasons
951,Ukraine,49,32,UA,A,44622516,Local_government_officials_confiscate_London_ice_cream_made_from_human_breast_milk_for_health_reasons
952,London,51.50853,-0.12574,GB,P,8961989,Local_government_officials_confiscate_London_ice_cream_made_from_human_breast_milk_for_health_reasons
953,England,52.16045,-0.70312,GB,A,56286961,UN_appeals_for_US$42_million_to_assist_victims_of_Kenya_violence
954,United Kingdom,54.75844,-2.69531,GB,A,66488991,UN_appeals_for_US$42_million_to_assist_victims_of_Kenya_violence
955,Ukraine,49,32,UA,A,44622516,UN_appeals_for_US$42_million_to_assist_victims_of_Kenya_violence
956,London,51.50853,-0.12574,GB,P,8961989,UN_appeals_for_US$42_million_to_assist_victims_of_Kenya_violence
957,Uganda,1.25,32.5,UG,A,42723139,UN_appeals_for_US$42_million_to_assist_victims_of_Kenya_violence
958,Kenya,1,38,KE,A,51393010,UN_appeals_for_US$42_million_to_assist_victims_of_Kenya_violence
959,Nakuru,-0.48402,36.17126,KE,A,1603325,"Over_60_dead_in_Kenya_cholera_outbreak,_state_issues_alert"
960,Nyando,-2.9403,29.9923,BI,P,0,"Over_60_dead_in_Kenya_cholera_outbreak,_state_issues_alert"
961,Homa Bay,-0.666,34.481,KE,A,963794,"Over_60_dead_in_Kenya_cholera_outbreak,_state_issues_alert"
962,North Eastern Province,1,40.25,KE,A,962143,"Over_60_dead_in_Kenya_cholera_outbreak,_state_issues_alert"
963,Nyanza Province,-0.5,34.5,KE,A,4392196,"Over_60_dead_in_Kenya_cholera_outbreak,_state_issues_alert"
964,Kisii,-0.68174,34.76666,KE,P,28547,"Over_60_dead_in_Kenya_cholera_outbreak,_state_issues_alert"
965,Rift Valley Province,0.5,36,KE,A,6987036,"Over_60_dead_in_Kenya_cholera_outbreak,_state_issues_alert"
966,Naivasha,-0.71383,36.43261,KE,P,38366,"Over_60_dead_in_Kenya_cholera_outbreak,_state_issues_alert"
967,Kisumu,-0.069,34.64,KE,A,968909,"Over_60_dead_in_Kenya_cholera_outbreak,_state_issues_alert"
968,Siaya,0.0607,34.28806,KE,P,15354,"Over_60_dead_in_Kenya_cholera_outbreak,_state_issues_alert"
969,Rift Valley Province,0.5,36,KE,A,6987036,"Over_60_dead_in_Kenya_cholera_outbreak,_state_issues_alert"
970,North,22.49471,114.13812,HK,A,280730,"Over_60_dead_in_Kenya_cholera_outbreak,_state_issues_alert"
971,Bunyala Location,0.06667,34.03333,KE,A,0,"Over_60_dead_in_Kenya_cholera_outbreak,_state_issues_alert"
972,Bondo,0.23522,34.28086,KE,P,8683,"Over_60_dead_in_Kenya_cholera_outbreak,_state_issues_alert"
973,Kenya,1,38,KE,A,51393010,"Over_60_dead_in_Kenya_cholera_outbreak,_state_issues_alert"
974,Rongo,-0.75675,34.59833,KE,P,0,"Over_60_dead_in_Kenya_cholera_outbreak,_state_issues_alert"
975,Nyanza,-3.04139,31.16611,TZ,P,0,"Over_60_dead_in_Kenya_cholera_outbreak,_state_issues_alert"
976,Mandera,3.36667,40.7,KE,A,1025756,"Over_60_dead_in_Kenya_cholera_outbreak,_state_issues_alert"
977,Western,13.85681,37.10707,ET,A,0,"Over_60_dead_in_Kenya_cholera_outbreak,_state_issues_alert"
978,Nairobi,-1.28333,36.83333,KE,A,3138369,"Over_60_dead_in_Kenya_cholera_outbreak,_state_issues_alert"
979,Wajir,1.75,40.01667,KE,A,661941,"Over_60_dead_in_Kenya_cholera_outbreak,_state_issues_alert"
980,Migori,-0.982,34.409,KE,A,1028579,"Over_60_dead_in_Kenya_cholera_outbreak,_state_issues_alert"
981,Suba,-1.46611,33.94684,TZ,A,0,"Over_60_dead_in_Kenya_cholera_outbreak,_state_issues_alert"
982,United States,39.76,-98.5,US,A,327167434,Study_reveals_mercury_contamination_throughout_US_food_chain
983,Utah,39.25024,-111.75103,US,A,2427340,Study_reveals_mercury_contamination_throughout_US_food_chain
984,Florida,28.75054,-82.5001,US,A,17671452,Study_reveals_mercury_contamination_throughout_US_food_chain
985,Shandong,36.33333,118.25,CN,A,94170000,"Highly_contagious_Hand,_foot_and_mouth_disease_killing_China%27s_children"
986,China,35,105,CN,A,1392730000,"Highly_contagious_Hand,_foot_and_mouth_disease_killing_China%27s_children"
987,Henan,29.23025,102.58737,CN,A,0,"Highly_contagious_Hand,_foot_and_mouth_disease_killing_China%27s_children"
988,China,35,105,CN,A,1392730000,"Highly_contagious_Hand,_foot_and_mouth_disease_killing_China%27s_children"
989,Shandong,36.33333,118.25,CN,A,94170000,Pope_to_leave_hospital
990,China,35,105,CN,A,1392730000,Pope_to_leave_hospital
991,Henan,29.23025,102.58737,CN,A,0,Pope_to_leave_hospital
992,China,35,105,CN,A,1392730000,Pope_to_leave_hospital
993,Rome,41.96667,12.66667,IT,A,4342212,Pope_to_leave_hospital
994,Lynchburg,35.28314,-86.37416,US,P,6132,"US_salmonella_outbreak_linked_to_peanut_butter,_brand_recalls_product"
995,Texas,36.74791,-101.49001,US,A,20640,"US_salmonella_outbreak_linked_to_peanut_butter,_brand_recalls_product"
996,Minnesota,46.25024,-94.25055,US,A,5141953,"US_salmonella_outbreak_linked_to_peanut_butter,_brand_recalls_product"
997,Ås,59.66366,10.79101,NO,A,15863,"US_salmonella_outbreak_linked_to_peanut_butter,_brand_recalls_product"
998,Georgia,32.75042,-83.50018,US,A,8975842,"US_salmonella_outbreak_linked_to_peanut_butter,_brand_recalls_product"
999,Solon,41.38978,-81.44123,US,P,23043,"US_salmonella_outbreak_linked_to_peanut_butter,_brand_recalls_product"
1000,Tyler,34.10371,-96.90973,US,P,0,"Wikinews_finds_citizens%27_feelings,_actions_throughout_Texas_regarding_West_Nile_virus_threat_vary_greatly"
1001,Texas,36.74791,-101.49001,US,A,20640,"Wikinews_finds_citizens%27_feelings,_actions_throughout_Texas_regarding_West_Nile_virus_threat_vary_greatly"
1002,Nile,38.30455,-80.7351,US,P,0,"Wikinews_finds_citizens%27_feelings,_actions_throughout_Texas_regarding_West_Nile_virus_threat_vary_greatly"
1003,Houston,31.31773,-95.42268,US,A,23732,"Wikinews_finds_citizens%27_feelings,_actions_throughout_Texas_regarding_West_Nile_virus_threat_vary_greatly"
1004,Malakoff,32.1696,-96.01247,US,P,2296,"Wikinews_finds_citizens%27_feelings,_actions_throughout_Texas_regarding_West_Nile_virus_threat_vary_greatly"
1005,Dallas,32.76663,-96.77787,US,A,2368139,"Wikinews_finds_citizens%27_feelings,_actions_throughout_Texas_regarding_West_Nile_virus_threat_vary_greatly"
1006,Fairfield,41.22496,-73.3712,US,A,916829,"Wikinews_finds_citizens%27_feelings,_actions_throughout_Texas_regarding_West_Nile_virus_threat_vary_greatly"
1007,Austin,30.26715,-97.74306,US,P,931830,"Wikinews_finds_citizens%27_feelings,_actions_throughout_Texas_regarding_West_Nile_virus_threat_vary_greatly"
1008,Longview,32.5007,-94.74049,US,P,82287,"Wikinews_finds_citizens%27_feelings,_actions_throughout_Texas_regarding_West_Nile_virus_threat_vary_greatly"
1009,Brattleboro,42.85092,-72.55787,US,P,7414,Crow_found_in_Vermont_is_state%27s_first_West_Nile_case_this_year
1010,Nile,38.30455,-80.7351,US,P,0,Crow_found_in_Vermont_is_state%27s_first_West_Nile_case_this_year
1011,Vermont,44.00034,-72.74983,US,A,624501,Crow_found_in_Vermont_is_state%27s_first_West_Nile_case_this_year
1012,Pirbright,51.2926,-0.65955,GB,A,0,Foot-and-mouth_source_confirmed_as_research_laboratory
1013,Ukraine,49,32,UA,A,44622516,Foot-and-mouth_source_confirmed_as_research_laboratory
1014,Surrey,51.25,-0.33333,GB,A,1176549,Foot-and-mouth_source_confirmed_as_research_laboratory
