SNE Name,lat,lng,Country Code,Type,Population,source
Malakoff,32.1696,-96.01247,US,P,2296,Cities_across_Texas_increase_efforts_to_combat_mosquitos
Houston,29.76328,-95.36327,US,P,2296224,Cities_across_Texas_increase_efforts_to_combat_mosquitos
New Jersey,40.16706,-74.49987,US,A,8751436,Cities_across_Texas_increase_efforts_to_combat_mosquitos
Lubbock,33.61021,-101.82055,US,A,278831,Cities_across_Texas_increase_efforts_to_combat_mosquitos
United States,39.76,-98.5,US,A,327167434,Cities_across_Texas_increase_efforts_to_combat_mosquitos
Texas,37.31731,-91.96505,US,A,26008,Cities_across_Texas_increase_efforts_to_combat_mosquitos
North Dallas,32.90508,-96.78543,US,P,0,Cities_across_Texas_increase_efforts_to_combat_mosquitos
Dallas,40.01619,-80.52702,US,P,0,Cities_across_Texas_increase_efforts_to_combat_mosquitos
Ås,59.66366,10.79101,NO,A,15863,Cities_across_Texas_increase_efforts_to_combat_mosquitos
Austin,30.26715,-97.74306,US,P,931830,Cities_across_Texas_increase_efforts_to_combat_mosquitos
Dallas,32.76663,-96.77787,US,A,2368139,Cities_across_Texas_increase_efforts_to_combat_mosquitos
Abilene,32.44874,-99.73314,US,P,121721,Cities_across_Texas_increase_efforts_to_combat_mosquitos
Malakoff,32.1696,-96.01247,US,P,2296,Cities_across_Texas_increase_efforts_to_combat_mosquitos
Houston,29.76328,-95.36327,US,P,2296224,Cities_across_Texas_increase_efforts_to_combat_mosquitos
New Jersey,40.16706,-74.49987,US,A,8751436,Cities_across_Texas_increase_efforts_to_combat_mosquitos
Lubbock,33.61021,-101.82055,US,A,278831,Cities_across_Texas_increase_efforts_to_combat_mosquitos
United States,39.76,-98.5,US,A,327167434,Cities_across_Texas_increase_efforts_to_combat_mosquitos
Texas,37.31731,-91.96505,US,A,26008,Cities_across_Texas_increase_efforts_to_combat_mosquitos
North Dallas,32.90508,-96.78543,US,P,0,Cities_across_Texas_increase_efforts_to_combat_mosquitos
Dallas,40.01619,-80.52702,US,P,0,Cities_across_Texas_increase_efforts_to_combat_mosquitos
Ås,59.66366,10.79101,NO,A,15863,Cities_across_Texas_increase_efforts_to_combat_mosquitos
Austin,30.26715,-97.74306,US,P,931830,Cities_across_Texas_increase_efforts_to_combat_mosquitos
Dallas,32.76663,-96.77787,US,A,2368139,Cities_across_Texas_increase_efforts_to_combat_mosquitos
Abilene,32.44874,-99.73314,US,P,121721,Cities_across_Texas_increase_efforts_to_combat_mosquitos
Malakoff,32.1696,-96.01247,US,P,2296,Cities_across_Texas_increase_efforts_to_combat_mosquitos
Houston,29.76328,-95.36327,US,P,2296224,Cities_across_Texas_increase_efforts_to_combat_mosquitos
New Jersey,40.16706,-74.49987,US,A,8751436,Cities_across_Texas_increase_efforts_to_combat_mosquitos
Lubbock,33.61021,-101.82055,US,A,278831,Cities_across_Texas_increase_efforts_to_combat_mosquitos
United States,39.76,-98.5,US,A,327167434,Cities_across_Texas_increase_efforts_to_combat_mosquitos
Texas,37.31731,-91.96505,US,A,26008,Cities_across_Texas_increase_efforts_to_combat_mosquitos
North Dallas,32.90508,-96.78543,US,P,0,Cities_across_Texas_increase_efforts_to_combat_mosquitos
Dallas,40.01619,-80.52702,US,P,0,Cities_across_Texas_increase_efforts_to_combat_mosquitos
Ås,59.66366,10.79101,NO,A,15863,Cities_across_Texas_increase_efforts_to_combat_mosquitos
Austin,30.26715,-97.74306,US,P,931830,Cities_across_Texas_increase_efforts_to_combat_mosquitos
Dallas,32.76663,-96.77787,US,A,2368139,Cities_across_Texas_increase_efforts_to_combat_mosquitos
Abilene,32.44874,-99.73314,US,P,121721,Cities_across_Texas_increase_efforts_to_combat_mosquitos
California,37.25022,-119.75126,US,A,39512223,Cities_across_Texas_increase_efforts_to_combat_mosquitos
Malakoff,32.1696,-96.01247,US,P,2296,Cities_across_Texas_increase_efforts_to_combat_mosquitos
Houston,29.76328,-95.36327,US,P,2296224,Cities_across_Texas_increase_efforts_to_combat_mosquitos
New Jersey,40.16706,-74.49987,US,A,8751436,Cities_across_Texas_increase_efforts_to_combat_mosquitos
Lubbock,33.61021,-101.82055,US,A,278831,Cities_across_Texas_increase_efforts_to_combat_mosquitos
United States,39.76,-98.5,US,A,327167434,Cities_across_Texas_increase_efforts_to_combat_mosquitos
Texas,37.31731,-91.96505,US,A,26008,Cities_across_Texas_increase_efforts_to_combat_mosquitos
North Dallas,32.90508,-96.78543,US,P,0,Cities_across_Texas_increase_efforts_to_combat_mosquitos
Dallas,40.01619,-80.52702,US,P,0,Cities_across_Texas_increase_efforts_to_combat_mosquitos
Ås,59.66366,10.79101,NO,A,15863,Cities_across_Texas_increase_efforts_to_combat_mosquitos
Austin,30.26715,-97.74306,US,P,931830,Cities_across_Texas_increase_efforts_to_combat_mosquitos
Dallas,32.76663,-96.77787,US,A,2368139,Cities_across_Texas_increase_efforts_to_combat_mosquitos
Abilene,32.44874,-99.73314,US,P,121721,Cities_across_Texas_increase_efforts_to_combat_mosquitos
California,37.25022,-119.75126,US,A,39512223,Cities_across_Texas_increase_efforts_to_combat_mosquitos
Malakoff,32.1696,-96.01247,US,P,2296,Cities_across_Texas_increase_efforts_to_combat_mosquitos
Houston,29.76328,-95.36327,US,P,2296224,Cities_across_Texas_increase_efforts_to_combat_mosquitos
San Agustín,13.45617,-88.58978,SV,A,0,US_military_to_buy_anthrax_and_bioweapons_production_systems
Utah,39.25024,-111.75103,US,A,2427340,US_military_to_buy_anthrax_and_bioweapons_production_systems
Dugway,43.46146,-76.08159,US,P,0,US_military_to_buy_anthrax_and_bioweapons_production_systems
San Agustín,13.45617,-88.58978,SV,A,0,US_military_to_buy_anthrax_and_bioweapons_production_systems
Utah,39.25024,-111.75103,US,A,2427340,US_military_to_buy_anthrax_and_bioweapons_production_systems
Germany,51.5,10.5,DE,A,82927922,US_military_to_buy_anthrax_and_bioweapons_production_systems
Dugway,43.46146,-76.08159,US,P,0,US_military_to_buy_anthrax_and_bioweapons_production_systems
San Agustín,13.45617,-88.58978,SV,A,0,US_military_to_buy_anthrax_and_bioweapons_production_systems
Utah,39.25024,-111.75103,US,A,2427340,US_military_to_buy_anthrax_and_bioweapons_production_systems
Germany,51.5,10.5,DE,A,82927922,US_military_to_buy_anthrax_and_bioweapons_production_systems
Dugway,43.46146,-76.08159,US,P,0,US_military_to_buy_anthrax_and_bioweapons_production_systems
San Agustín,13.45617,-88.58978,SV,A,0,US_military_to_buy_anthrax_and_bioweapons_production_systems
Utah,39.25024,-111.75103,US,A,2427340,US_military_to_buy_anthrax_and_bioweapons_production_systems
Germany,51.5,10.5,DE,A,82927922,US_military_to_buy_anthrax_and_bioweapons_production_systems
Dugway,43.46146,-76.08159,US,P,0,US_military_to_buy_anthrax_and_bioweapons_production_systems
San Agustín,13.45617,-88.58978,SV,A,0,US_military_to_buy_anthrax_and_bioweapons_production_systems
Ås,59.66366,10.79101,NO,A,15863,US_military_to_buy_anthrax_and_bioweapons_production_systems
Utah,39.25024,-111.75103,US,A,2427340,US_military_to_buy_anthrax_and_bioweapons_production_systems
Germany,51.5,10.5,DE,A,82927922,US_military_to_buy_anthrax_and_bioweapons_production_systems
Dugway,43.46146,-76.08159,US,P,0,US_military_to_buy_anthrax_and_bioweapons_production_systems
San Agustín,13.45617,-88.58978,SV,A,0,US_military_to_buy_anthrax_and_bioweapons_production_systems
Ås,59.66366,10.79101,NO,A,15863,US_military_to_buy_anthrax_and_bioweapons_production_systems
Utah,39.25024,-111.75103,US,A,2427340,US_military_to_buy_anthrax_and_bioweapons_production_systems
Germany,51.5,10.5,DE,A,82927922,US_military_to_buy_anthrax_and_bioweapons_production_systems
Dugway,43.46146,-76.08159,US,P,0,US_military_to_buy_anthrax_and_bioweapons_production_systems
San Agustín,13.45617,-88.58978,SV,A,0,US_military_to_buy_anthrax_and_bioweapons_production_systems
Ås,59.66366,10.79101,NO,A,15863,US_military_to_buy_anthrax_and_bioweapons_production_systems
Utah,39.25024,-111.75103,US,A,2427340,US_military_to_buy_anthrax_and_bioweapons_production_systems
Germany,51.5,10.5,DE,A,82927922,US_military_to_buy_anthrax_and_bioweapons_production_systems
Dugway,43.46146,-76.08159,US,P,0,US_military_to_buy_anthrax_and_bioweapons_production_systems
San Agustín,13.45617,-88.58978,SV,A,0,US_military_to_buy_anthrax_and_bioweapons_production_systems
Ås,59.66366,10.79101,NO,A,15863,US_military_to_buy_anthrax_and_bioweapons_production_systems
Utah,39.25024,-111.75103,US,A,2427340,US_military_to_buy_anthrax_and_bioweapons_production_systems
Midland,31.86917,-102.03162,US,A,136872,Anthrax_scare_closes_Michigan_newspaper_office
Michigan,44.25029,-85.50033,US,A,9883360,Anthrax_scare_closes_Michigan_newspaper_office
Midland,31.86917,-102.03162,US,A,136872,Anthrax_scare_closes_Michigan_newspaper_office
Michigan,44.25029,-85.50033,US,A,9883360,Anthrax_scare_closes_Michigan_newspaper_office
Ås,59.66366,10.79101,NO,A,15863,Anthrax_scare_closes_Michigan_newspaper_office
Midland,31.86917,-102.03162,US,A,136872,Anthrax_scare_closes_Michigan_newspaper_office
Michigan,44.25029,-85.50033,US,A,9883360,Anthrax_scare_closes_Michigan_newspaper_office
Ås,59.66366,10.79101,NO,A,15863,Anthrax_scare_closes_Michigan_newspaper_office
Lansing,42.73253,-84.55553,US,P,115056,Anthrax_scare_closes_Michigan_newspaper_office
Midland,31.86917,-102.03162,US,A,136872,Anthrax_scare_closes_Michigan_newspaper_office
Frederick,40.30288,-75.52935,US,P,0,Suspect_in_2001_anthrax_attack_dies_of_apparent_suicide
Maryland,39.00039,-76.74997,US,A,5624246,Suspect_in_2001_anthrax_attack_dies_of_apparent_suicide
Frederick,40.30288,-75.52935,US,P,0,Suspect_in_2001_anthrax_attack_dies_of_apparent_suicide
Maryland,39.00039,-76.74997,US,A,5624246,Suspect_in_2001_anthrax_attack_dies_of_apparent_suicide
Frederick,40.30288,-75.52935,US,P,0,Suspect_in_2001_anthrax_attack_dies_of_apparent_suicide
Maryland,39.00039,-76.74997,US,A,5624246,Suspect_in_2001_anthrax_attack_dies_of_apparent_suicide
Frederick,40.30288,-75.52935,US,P,0,Suspect_in_2001_anthrax_attack_dies_of_apparent_suicide
Washington,38.71345,-78.15944,US,P,128,Suspect_in_2001_anthrax_attack_dies_of_apparent_suicide
Maryland,39.00039,-76.74997,US,A,5624246,Suspect_in_2001_anthrax_attack_dies_of_apparent_suicide
Frederick,40.30288,-75.52935,US,P,0,Suspect_in_2001_anthrax_attack_dies_of_apparent_suicide
Washington,38.71345,-78.15944,US,P,128,Suspect_in_2001_anthrax_attack_dies_of_apparent_suicide
City of New York,40.66393,-73.93827,US,A,8175133,Suspect_in_2001_anthrax_attack_dies_of_apparent_suicide
Maryland,39.00039,-76.74997,US,A,5624246,Suspect_in_2001_anthrax_attack_dies_of_apparent_suicide
Frederick,40.30288,-75.52935,US,P,0,Suspect_in_2001_anthrax_attack_dies_of_apparent_suicide
Washington,38.71345,-78.15944,US,P,128,Suspect_in_2001_anthrax_attack_dies_of_apparent_suicide
City of New York,40.66393,-73.93827,US,A,8175133,Suspect_in_2001_anthrax_attack_dies_of_apparent_suicide
Florida,28.75054,-82.5001,US,A,17671452,Suspect_in_2001_anthrax_attack_dies_of_apparent_suicide
Maryland,39.00039,-76.74997,US,A,5624246,Suspect_in_2001_anthrax_attack_dies_of_apparent_suicide
Frederick County,39.47222,-77.39799,US,A,233385,Suspect_in_2001_anthrax_attack_dies_of_apparent_suicide
Frederick,40.30288,-75.52935,US,P,0,Suspect_in_2001_anthrax_attack_dies_of_apparent_suicide
Washington,38.71345,-78.15944,US,P,128,Suspect_in_2001_anthrax_attack_dies_of_apparent_suicide
City of New York,40.66393,-73.93827,US,A,8175133,Suspect_in_2001_anthrax_attack_dies_of_apparent_suicide
Florida,28.75054,-82.5001,US,A,17671452,Suspect_in_2001_anthrax_attack_dies_of_apparent_suicide
Maryland,39.00039,-76.74997,US,A,5624246,Suspect_in_2001_anthrax_attack_dies_of_apparent_suicide
Buffalo,42.88645,-78.87837,US,P,258071,"White_powder_found_at_Buffalo,_N.Y._courthouse"
New York,40.71427,-74.00597,US,P,8804190,"White_powder_found_at_Buffalo,_N.Y._courthouse"
Buffalo,42.88645,-78.87837,US,P,258071,"White_powder_found_at_Buffalo,_N.Y._courthouse"
New York,40.71427,-74.00597,US,P,8804190,"White_powder_found_at_Buffalo,_N.Y._courthouse"
Buffalo,42.88645,-78.87837,US,P,258071,"White_powder_found_at_Buffalo,_N.Y._courthouse"
California,37.25022,-119.75126,US,A,39512223,"Envelopes_containing_white_powder_sent_to_Church_of_Scientology_locations_in_southern_California,_USA"
United States,39.76,-98.5,US,A,327167434,"Envelopes_containing_white_powder_sent_to_Church_of_Scientology_locations_in_southern_California,_USA"
California,37.25022,-119.75126,US,A,39512223,"Envelopes_containing_white_powder_sent_to_Church_of_Scientology_locations_in_southern_California,_USA"
United States,39.76,-98.5,US,A,327167434,"Envelopes_containing_white_powder_sent_to_Church_of_Scientology_locations_in_southern_California,_USA"
Tustin,44.16276,-88.89234,US,P,117,"Envelopes_containing_white_powder_sent_to_Church_of_Scientology_locations_in_southern_California,_USA"
California,37.25022,-119.75126,US,A,39512223,"Envelopes_containing_white_powder_sent_to_Church_of_Scientology_locations_in_southern_California,_USA"
United States,39.76,-98.5,US,A,327167434,"Envelopes_containing_white_powder_sent_to_Church_of_Scientology_locations_in_southern_California,_USA"
Tustin,44.16276,-88.89234,US,P,117,"Envelopes_containing_white_powder_sent_to_Church_of_Scientology_locations_in_southern_California,_USA"
Glendale,33.53865,-112.18599,US,P,240126,"Envelopes_containing_white_powder_sent_to_Church_of_Scientology_locations_in_southern_California,_USA"
California,37.25022,-119.75126,US,A,39512223,"Envelopes_containing_white_powder_sent_to_Church_of_Scientology_locations_in_southern_California,_USA"
United States,39.76,-98.5,US,A,327167434,"Envelopes_containing_white_powder_sent_to_Church_of_Scientology_locations_in_southern_California,_USA"
Tustin,44.16276,-88.89234,US,P,117,"Envelopes_containing_white_powder_sent_to_Church_of_Scientology_locations_in_southern_California,_USA"
Glendale,33.53865,-112.18599,US,P,240126,"Envelopes_containing_white_powder_sent_to_Church_of_Scientology_locations_in_southern_California,_USA"
California,37.25022,-119.75126,US,A,39512223,"Envelopes_containing_white_powder_sent_to_Church_of_Scientology_locations_in_southern_California,_USA"
Hollywood,34.09834,-118.32674,US,P,167664,"Envelopes_containing_white_powder_sent_to_Church_of_Scientology_locations_in_southern_California,_USA"
United States,39.76,-98.5,US,A,327167434,"Envelopes_containing_white_powder_sent_to_Church_of_Scientology_locations_in_southern_California,_USA"
Tustin,44.16276,-88.89234,US,P,117,"Envelopes_containing_white_powder_sent_to_Church_of_Scientology_locations_in_southern_California,_USA"
Glendale,33.53865,-112.18599,US,P,240126,"Envelopes_containing_white_powder_sent_to_Church_of_Scientology_locations_in_southern_California,_USA"
Los Angeles,34.19801,-118.26102,US,A,9818605,"Envelopes_containing_white_powder_sent_to_Church_of_Scientology_locations_in_southern_California,_USA"
California,37.25022,-119.75126,US,A,39512223,"Envelopes_containing_white_powder_sent_to_Church_of_Scientology_locations_in_southern_California,_USA"
Hollywood,34.09834,-118.32674,US,P,167664,"Envelopes_containing_white_powder_sent_to_Church_of_Scientology_locations_in_southern_California,_USA"
United States,39.76,-98.5,US,A,327167434,"Envelopes_containing_white_powder_sent_to_Church_of_Scientology_locations_in_southern_California,_USA"
Tustin,44.16276,-88.89234,US,P,117,"Envelopes_containing_white_powder_sent_to_Church_of_Scientology_locations_in_southern_California,_USA"
San Fernando Valley Division,34.25117,-118.41861,US,A,0,"Envelopes_containing_white_powder_sent_to_Church_of_Scientology_locations_in_southern_California,_USA"
Glendale,33.53865,-112.18599,US,P,240126,"Envelopes_containing_white_powder_sent_to_Church_of_Scientology_locations_in_southern_California,_USA"
Los Angeles,34.19801,-118.26102,US,A,9818605,"Envelopes_containing_white_powder_sent_to_Church_of_Scientology_locations_in_southern_California,_USA"
California,37.25022,-119.75126,US,A,39512223,"Envelopes_containing_white_powder_sent_to_Church_of_Scientology_locations_in_southern_California,_USA"
Hollywood,34.09834,-118.32674,US,P,167664,"Envelopes_containing_white_powder_sent_to_Church_of_Scientology_locations_in_southern_California,_USA"
United States,39.76,-98.5,US,A,327167434,"Envelopes_containing_white_powder_sent_to_Church_of_Scientology_locations_in_southern_California,_USA"
Tustin,44.16276,-88.89234,US,P,117,"Envelopes_containing_white_powder_sent_to_Church_of_Scientology_locations_in_southern_California,_USA"
San Fernando Valley Division,34.25117,-118.41861,US,A,0,"Envelopes_containing_white_powder_sent_to_Church_of_Scientology_locations_in_southern_California,_USA"
Glendale,33.53865,-112.18599,US,P,240126,"Envelopes_containing_white_powder_sent_to_Church_of_Scientology_locations_in_southern_California,_USA"
Los Angeles,34.19801,-118.26102,US,A,9818605,"Envelopes_containing_white_powder_sent_to_Church_of_Scientology_locations_in_southern_California,_USA"
Santa Monica,34.01949,-118.49138,US,P,93220,"Envelopes_containing_white_powder_sent_to_Church_of_Scientology_locations_in_southern_California,_USA"
California,37.25022,-119.75126,US,A,39512223,"Envelopes_containing_white_powder_sent_to_Church_of_Scientology_locations_in_southern_California,_USA"
Hollywood,34.09834,-118.32674,US,P,167664,"Envelopes_containing_white_powder_sent_to_Church_of_Scientology_locations_in_southern_California,_USA"
United States,39.76,-98.5,US,A,327167434,"Envelopes_containing_white_powder_sent_to_Church_of_Scientology_locations_in_southern_California,_USA"
Tustin,44.16276,-88.89234,US,P,117,"Envelopes_containing_white_powder_sent_to_Church_of_Scientology_locations_in_southern_California,_USA"
San Fernando Valley Division,34.25117,-118.41861,US,A,0,"Envelopes_containing_white_powder_sent_to_Church_of_Scientology_locations_in_southern_California,_USA"
Glendale,33.53865,-112.18599,US,P,240126,"Envelopes_containing_white_powder_sent_to_Church_of_Scientology_locations_in_southern_California,_USA"
Los Angeles,34.19801,-118.26102,US,A,9818605,"Envelopes_containing_white_powder_sent_to_Church_of_Scientology_locations_in_southern_California,_USA"
Santa Monica,34.01949,-118.49138,US,P,93220,"Envelopes_containing_white_powder_sent_to_Church_of_Scientology_locations_in_southern_California,_USA"
California,37.25022,-119.75126,US,A,39512223,"Envelopes_containing_white_powder_sent_to_Church_of_Scientology_locations_in_southern_California,_USA"
Hollywood,34.09834,-118.32674,US,P,167664,"Envelopes_containing_white_powder_sent_to_Church_of_Scientology_locations_in_southern_California,_USA"
London,51.50853,-0.12574,GB,P,8961989,London_court_jails_man_after_Dark_Web_ricin_sting
London,51.50853,-0.12574,GB,P,8961989,London_court_jails_man_after_Dark_Web_ricin_sting
Liverpool,53.41058,-2.97794,GB,P,864122,London_court_jails_man_after_Dark_Web_ricin_sting
Hambuk,41.83333,129.41667,KP,A,2327362,London_court_jails_man_after_Dark_Web_ricin_sting
London,51.50853,-0.12574,GB,P,8961989,London_court_jails_man_after_Dark_Web_ricin_sting
Liverpool,53.41058,-2.97794,GB,P,864122,London_court_jails_man_after_Dark_Web_ricin_sting
Hambuk,41.83333,129.41667,KP,A,2327362,London_court_jails_man_after_Dark_Web_ricin_sting
London,51.50853,-0.12574,GB,P,8961989,London_court_jails_man_after_Dark_Web_ricin_sting
Liverpool,53.41058,-2.97794,GB,P,864122,London_court_jails_man_after_Dark_Web_ricin_sting
Port-au-Prince,18.54349,-72.33881,HT,P,1234742,"Over_250_dead_in_Haiti_cholera_outbreak,_thousands_infected"
Petite Rivière de l'Artibonite,19.124,-72.4817,HT,P,0,"Over_250_dead_in_Haiti_cholera_outbreak,_thousands_infected"
Saint-Marc,19.10819,-72.69379,HT,P,66226,"Over_250_dead_in_Haiti_cholera_outbreak,_thousands_infected"
Port-au-Prince,18.54349,-72.33881,HT,P,1234742,"Over_250_dead_in_Haiti_cholera_outbreak,_thousands_infected"
San Agustín,13.45617,-88.58978,SV,A,0,"Over_250_dead_in_Haiti_cholera_outbreak,_thousands_infected"
Petite Rivière de l'Artibonite,19.124,-72.4817,HT,P,0,"Over_250_dead_in_Haiti_cholera_outbreak,_thousands_infected"
Saint-Marc,19.10819,-72.69379,HT,P,66226,"Over_250_dead_in_Haiti_cholera_outbreak,_thousands_infected"
Port-au-Prince,18.54349,-72.33881,HT,P,1234742,"Over_250_dead_in_Haiti_cholera_outbreak,_thousands_infected"
San Agustín,13.45617,-88.58978,SV,A,0,"Over_250_dead_in_Haiti_cholera_outbreak,_thousands_infected"
Petite Rivière de l'Artibonite,19.124,-72.4817,HT,P,0,"Over_250_dead_in_Haiti_cholera_outbreak,_thousands_infected"
Saint-Marc,19.10819,-72.69379,HT,P,66226,"Over_250_dead_in_Haiti_cholera_outbreak,_thousands_infected"
Haiti,19.07582,-72.29616,HT,A,11123176,Nearly_200_dead_in_Haitian_cholera_outbreak
Plateau-Central,12.58774,-1.30102,BF,A,696372,Nearly_200_dead_in_Haitian_cholera_outbreak
Haiti,19.07582,-72.29616,HT,A,11123176,Nearly_200_dead_in_Haitian_cholera_outbreak
Plateau-Central,12.58774,-1.30102,BF,A,696372,Nearly_200_dead_in_Haitian_cholera_outbreak
Petite Rivière de l'Artibonite,19.124,-72.4817,HT,P,0,Nearly_200_dead_in_Haitian_cholera_outbreak
Haiti,19.07582,-72.29616,HT,A,11123176,Nearly_200_dead_in_Haitian_cholera_outbreak
Port-au-Prince,18.54349,-72.33881,HT,P,1234742,Nearly_200_dead_in_Haitian_cholera_outbreak
Plateau-Central,12.58774,-1.30102,BF,A,696372,Nearly_200_dead_in_Haitian_cholera_outbreak
Petite Rivière de l'Artibonite,19.124,-72.4817,HT,P,0,Nearly_200_dead_in_Haitian_cholera_outbreak
Haiti,19.07582,-72.29616,HT,A,11123176,Nearly_200_dead_in_Haitian_cholera_outbreak
Plateau-Central,12.58774,-1.30102,BF,A,696372,Nearly_200_dead_in_Haitian_cholera_outbreak
Port-au-Prince,18.54349,-72.33881,HT,P,1234742,Nearly_200_dead_in_Haitian_cholera_outbreak
Nicolas,14.56153,-60.93193,MQ,P,0,Nearly_200_dead_in_Haitian_cholera_outbreak
Petite Rivière de l'Artibonite,19.124,-72.4817,HT,P,0,Nearly_200_dead_in_Haitian_cholera_outbreak
Haiti,19.07582,-72.29616,HT,A,11123176,Nearly_200_dead_in_Haitian_cholera_outbreak
Plateau-Central,12.58774,-1.30102,BF,A,696372,Nearly_200_dead_in_Haitian_cholera_outbreak
Port-au-Prince,18.54349,-72.33881,HT,P,1234742,Nearly_200_dead_in_Haitian_cholera_outbreak
Nicolas,14.56153,-60.93193,MQ,P,0,Nearly_200_dead_in_Haitian_cholera_outbreak
Petite Rivière de l'Artibonite,19.124,-72.4817,HT,P,0,Nearly_200_dead_in_Haitian_cholera_outbreak
Haiti,19.07582,-72.29616,HT,A,11123176,Nearly_200_dead_in_Haitian_cholera_outbreak
Angola,-12.5,18.5,AO,A,30809762,Cholera_outbreak_hits_Angola
Angola,-12.5,18.5,AO,A,30809762,Cholera_outbreak_hits_Angola
Luanda,-8.91667,13.33924,AO,A,6542942,Cholera_outbreak_hits_Angola
Angola,-12.5,18.5,AO,A,30809762,Cholera_outbreak_hits_Angola
Luanda,-8.91667,13.33924,AO,A,6542942,Cholera_outbreak_hits_Angola
Angola,-12.5,18.5,AO,A,30809762,Cholera_outbreak_hits_Angola
Luanda,-8.91667,13.33924,AO,A,6542942,Cholera_outbreak_hits_Angola
Kenya,1,38,KE,A,51393010,At_least_nine_dead_after_cholera_outbreak_in_Kenyan_slum
Kenya,1,38,KE,A,51393010,At_least_nine_dead_after_cholera_outbreak_in_Kenyan_slum
Nairobi,-1.28333,36.83333,KE,A,3138369,At_least_nine_dead_after_cholera_outbreak_in_Kenyan_slum
Mukuru kwa njenga,-1.30013,36.89872,KE,P,0,At_least_nine_dead_after_cholera_outbreak_in_Kenyan_slum
Nairobi,-1.28333,36.83333,KE,A,3138369,At_least_nine_dead_after_cholera_outbreak_in_Kenyan_slum
Kenya,1,38,KE,A,51393010,At_least_nine_dead_after_cholera_outbreak_in_Kenyan_slum
Mukuru kwa njenga,-1.30013,36.89872,KE,P,0,At_least_nine_dead_after_cholera_outbreak_in_Kenyan_slum
Nairobi,-1.28333,36.83333,KE,A,3138369,At_least_nine_dead_after_cholera_outbreak_in_Kenyan_slum
Kenya,1,38,KE,A,51393010,At_least_nine_dead_after_cholera_outbreak_in_Kenyan_slum
Mukuru kwa njenga,-1.30013,36.89872,KE,P,0,At_least_nine_dead_after_cholera_outbreak_in_Kenyan_slum
Nairobi,-1.28333,36.83333,KE,A,3138369,At_least_nine_dead_after_cholera_outbreak_in_Kenyan_slum
Kenya,1,38,KE,A,51393010,At_least_nine_dead_after_cholera_outbreak_in_Kenyan_slum
Mukuru,-1.3047,36.885,KE,P,0,At_least_nine_dead_after_cholera_outbreak_in_Kenyan_slum
Mukuru kwa njenga,-1.30013,36.89872,KE,P,0,At_least_nine_dead_after_cholera_outbreak_in_Kenyan_slum
Nairobi,-1.28333,36.83333,KE,A,3138369,At_least_nine_dead_after_cholera_outbreak_in_Kenyan_slum
Kenya,1,38,KE,A,51393010,At_least_nine_dead_after_cholera_outbreak_in_Kenyan_slum
Mukuru,-1.3047,36.885,KE,P,0,At_least_nine_dead_after_cholera_outbreak_in_Kenyan_slum
Mashonaland West,-17.16667,29.75,ZW,A,1270629,Five_cholera_deaths_recorded_in_Zimbabwe_amid_fears_of_new_epidemic
Midlands,-17.90444,31.01417,ZW,P,0,Five_cholera_deaths_recorded_in_Zimbabwe_amid_fears_of_new_epidemic
Mashonaland West,-17.16667,29.75,ZW,A,1270629,Five_cholera_deaths_recorded_in_Zimbabwe_amid_fears_of_new_epidemic
Midlands,-17.90444,31.01417,ZW,P,0,Five_cholera_deaths_recorded_in_Zimbabwe_amid_fears_of_new_epidemic
Manicaland,-19,32.41667,ZW,A,1590136,Five_cholera_deaths_recorded_in_Zimbabwe_amid_fears_of_new_epidemic
Mashonaland West,-17.16667,29.75,ZW,A,1270629,Five_cholera_deaths_recorded_in_Zimbabwe_amid_fears_of_new_epidemic
Midlands,-17.90444,31.01417,ZW,P,0,Five_cholera_deaths_recorded_in_Zimbabwe_amid_fears_of_new_epidemic
Manicaland,-19,32.41667,ZW,A,1590136,Five_cholera_deaths_recorded_in_Zimbabwe_amid_fears_of_new_epidemic
Mashonaland West,-17.16667,29.75,ZW,A,1270629,Five_cholera_deaths_recorded_in_Zimbabwe_amid_fears_of_new_epidemic
Midlands,-17.90444,31.01417,ZW,P,0,Five_cholera_deaths_recorded_in_Zimbabwe_amid_fears_of_new_epidemic
Manicaland,-19,32.41667,ZW,A,1590136,Five_cholera_deaths_recorded_in_Zimbabwe_amid_fears_of_new_epidemic
Masvingo,-20.06373,30.82766,ZW,P,76290,Five_cholera_deaths_recorded_in_Zimbabwe_amid_fears_of_new_epidemic
Mashonaland West,-17.16667,29.75,ZW,A,1270629,Five_cholera_deaths_recorded_in_Zimbabwe_amid_fears_of_new_epidemic
Midlands,-17.90444,31.01417,ZW,P,0,Five_cholera_deaths_recorded_in_Zimbabwe_amid_fears_of_new_epidemic
Manicaland,-19,32.41667,ZW,A,1590136,Five_cholera_deaths_recorded_in_Zimbabwe_amid_fears_of_new_epidemic
Masvingo,-20.06373,30.82766,ZW,P,76290,Five_cholera_deaths_recorded_in_Zimbabwe_amid_fears_of_new_epidemic
Mashonaland West,-17.16667,29.75,ZW,A,1270629,Five_cholera_deaths_recorded_in_Zimbabwe_amid_fears_of_new_epidemic
Zimbabwe,-19,29.75,ZW,A,14439018,Five_cholera_deaths_recorded_in_Zimbabwe_amid_fears_of_new_epidemic
Midlands,-17.90444,31.01417,ZW,P,0,Five_cholera_deaths_recorded_in_Zimbabwe_amid_fears_of_new_epidemic
